"dec1","dec2","dec3","dec4","dec5","dec6","dec7","dec8","dec9","episodes","censored","model","C","M","a","active","uniform","fam_context","cell_elapsed_secs","sweep","active_prob","active_policy","choice_k_label"
1611,3298,5266,7027,8912,10628,12758,15127,17899,20522,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1583,3290,5067,6721,8426,10889,13266,15829,18444,21206,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1512,3316,5233,6783,8622,10230,12641,15045,17583,20529,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1664,3017,4799,6841,8808,10592,12818,15185,17806,20729,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1548,3319,5019,6667,8419,10400,12238,14640,17598,21021,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1559,3377,5106,6984,8881,10853,13378,15974,18785,22310,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1640,3094,4839,6643,8466,10358,12552,15137,18045,20569,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1572,3021,4772,6297,8076,10375,12834,14938,17967,21247,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1731,3227,5027,6751,8493,10695,12448,14998,17753,21016,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1612,3579,5260,7317,9123,11160,13343,15897,19068,22597,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1739,3354,5118,6440,8364,10573,12879,15021,17813,21448,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1550,3377,5026,6612,8733,10823,12851,15559,18538,21363,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1624,3569,5223,7104,9226,10986,13471,15622,18980,22232,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1501,3261,4913,6819,8816,10719,13259,15313,17832,21174,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1619,3179,4673,6536,8656,10395,12740,15346,18317,20790,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1514,3133,4806,6625,8422,10511,12748,15162,17463,20245,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1718,3224,4927,6722,8903,11097,13046,15306,18061,20866,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1653,3012,4616,6263,8379,10771,12724,15047,17684,20484,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1470,3398,5098,6632,8571,10628,12650,14796,17344,20589,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1583,3057,4583,6436,8487,10454,12975,15153,17863,20656,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1490,3146,4945,6765,8431,10740,12765,15080,17694,20556,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1574,3266,5254,7473,9386,11306,13519,16413,19851,23005,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1590,3125,4624,6359,8149,9966,12004,14478,17279,20196,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1668,3617,5373,7182,9021,10786,12870,15302,18150,20918,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1681,3091,4784,6728,8858,10721,12917,15527,18166,21075,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1547,3073,4830,6649,8559,10545,13002,15559,18669,21823,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1862,3473,5103,6782,8522,10714,12750,15065,17867,20847,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1602,3313,4979,6854,8819,10718,12808,14953,17770,20799,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1626,3224,5262,6989,9216,11014,13691,16259,19231,22002,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1627,3241,4846,6451,8396,10293,12440,15106,17883,21293,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1495,3469,5595,7318,9027,11069,13058,15400,17846,21037,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1695,3517,5149,6581,8540,10168,12502,15101,17373,20147,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1541,3295,4806,6369,8222,10320,12414,15093,18196,21390,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1688,3228,4702,6214,7939,10074,12130,15176,18440,20885,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1759,3314,4755,6325,8390,10195,12439,14907,17999,21111,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1619,3267,4969,6632,8382,10190,12411,14469,17452,20283,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1497,3013,4776,6678,8544,10520,13056,15580,18118,21358,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1472,3036,5088,7062,9284,11282,13371,15909,18656,21859,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1718,3253,4662,6587,8401,10465,12765,15163,17883,20752,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1785,3203,4713,6394,8224,9825,12357,14972,17587,21448,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1485,3197,4740,6550,8558,10574,12914,15650,18367,21406,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1616,3266,4873,6561,8870,10802,12937,15091,18103,21301,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1700,3356,5084,6888,8532,10738,12970,15530,18686,21501,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1692,3278,5204,7156,8685,11024,13115,15560,18336,21431,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1703,3320,5215,6888,8784,10996,12875,15299,17632,21170,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1608,3164,5291,6915,8977,11284,13489,15772,18688,21398,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1709,3307,5016,6772,8343,10162,12153,14497,17447,20570,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1606,3207,4812,6614,8549,10619,12875,15190,17862,20148,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1308,3116,4834,6471,8383,10518,12924,15257,18443,21433,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1651,3465,4891,6611,8467,10587,13138,15526,18585,21531,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1867,3326,5027,6598,8571,10729,12635,14985,17702,20225,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1537,3456,5295,7122,9268,11204,13347,15505,18309,21443,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1555,3396,4966,6494,8449,10260,12456,14850,17711,20767,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1607,3223,5189,6919,9187,11485,13538,15880,18155,21124,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1678,3235,4949,6887,9025,10648,13287,15428,17746,20384,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1591,3105,4973,6826,8643,10432,12987,15459,17461,20392,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1641,3083,4780,6672,8367,10064,12940,15474,18544,21427,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1669,3373,4727,6347,8483,10413,12557,14943,17861,21065,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1510,3249,5121,6739,8429,10473,12714,15373,17880,20947,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1829,3532,5272,7051,9106,10945,13000,15584,18849,22099,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1722,3341,5294,6929,8756,10544,13026,16123,18798,21900,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1437,3058,4774,6583,8180,10112,12485,14753,17470,20750,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1856,3357,5089,6793,8428,10135,12419,15071,17701,20483,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1583,3266,4879,6451,8594,10601,12524,15123,17447,20796,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1566,3316,5020,6825,8619,10533,12860,15032,18225,20764,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1624,3357,5043,6712,8566,10600,13145,15731,18151,21053,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1710,3583,5240,7149,8758,10893,12873,14970,17580,20891,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1776,3484,5332,6932,8711,10586,12883,15485,18051,21055,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1678,3345,5092,6987,8552,10486,12782,15117,17449,20792,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1622,3408,5146,7073,8927,10626,13171,15901,18929,21830,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1798,3359,5225,6812,8826,10638,12660,14611,17545,20675,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1659,3203,4674,6218,8373,10209,12405,14697,17050,19905,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1702,3156,4900,6567,8514,10607,12590,14378,17492,20735,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1622,3349,5118,7215,9148,11191,13551,15690,18430,21585,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1517,3310,5035,6900,9106,11223,13796,16373,19116,22193,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1564,3120,4670,6569,8243,10218,12387,14434,17481,20929,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1590,3120,5144,7029,9117,11297,13450,15699,18527,20880,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1638,3499,5083,6721,8448,10661,12905,15007,18131,20687,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1733,3229,4959,6836,8874,10786,13333,15567,18515,21277,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1568,3022,4933,6786,8557,10835,13333,15755,18384,21100,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1554,3265,4984,6658,8541,10339,12540,14998,17667,20747,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1489,3128,4635,6395,8357,10250,12595,15561,18646,22274,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1543,3090,5206,7039,8932,11081,13652,16146,19092,22546,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1692,3303,5049,6459,8127,9900,12065,14613,17292,20594,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1696,3161,5098,6769,8388,10560,12652,15152,17866,20826,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1699,3472,4876,6457,8302,10391,12797,15787,18550,21141,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1507,2938,4810,6578,8335,10368,12434,14509,17476,20252,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1600,3501,5004,6633,8430,10432,12181,14772,17648,20618,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1518,3022,4542,6433,8426,10451,12291,14660,17695,20320,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1576,3200,5178,6986,8676,10682,12923,15088,17765,20242,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1653,3339,4948,6894,8512,10693,12993,15537,18079,21152,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1437,3187,4838,6593,8476,10431,12728,15112,18206,20956,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1815,3339,4933,6499,8265,10126,12216,14576,17564,20306,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1625,3417,5359,7126,9303,11577,14214,17018,19918,23346,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1508,3097,4705,6435,8282,10240,12291,14858,17382,20452,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1756,3669,5458,7365,9079,10763,12946,15569,18749,21554,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1565,3034,5071,6762,8464,10757,12795,15202,18098,21203,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1532,3384,5088,7132,8936,11050,13251,15475,18029,21053,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1533,3219,4975,6775,8936,11063,13276,15603,18211,20358,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1606,3160,4741,6674,8133,10366,13122,15637,18544,21373,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1758,3247,5102,6730,8573,10793,12732,15304,18442,21733,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1628,3544,5241,6934,8811,10581,12298,14922,17905,20996,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1908,3548,5111,6428,8143,10215,12398,15285,18389,21657,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1568,3468,5220,7011,8985,10964,13125,15325,18109,20695,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1734,3209,4785,6634,8715,10241,12528,15488,18580,21880,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1732,3388,5173,6794,8827,11353,13400,15917,18722,21626,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1475,3173,5225,7315,9313,11090,13322,16176,18920,21840,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1616,3238,5173,6802,8783,10343,12329,14683,17532,20580,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1830,3277,5006,6901,8902,11039,13069,15702,18470,21627,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1669,3340,5092,6912,9130,11032,13485,15618,18108,20392,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1747,3344,4894,6719,8600,10556,12701,15187,18019,21696,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1651,3405,5030,6705,8292,10232,12159,14768,17689,21041,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1578,3229,4985,6712,8463,10426,12810,15293,18281,21078,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1643,3591,5101,6995,8785,10801,13380,15765,18390,21738,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1556,3239,4854,6486,8060,10308,12485,14877,17304,20066,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1712,3336,5080,6771,8774,10639,13145,15450,17966,21225,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1739,3238,5085,6812,8594,10430,12490,15280,18496,21658,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1646,3408,4967,7036,8968,11168,13529,15829,18400,21593,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1879,3433,5022,6816,8546,10480,12320,14814,17666,20240,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1690,3319,5115,6896,8624,10872,13199,15398,18009,21177,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1722,3752,5286,6945,9063,11330,13378,15190,18055,20889,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
1374,3335,5006,6451,8523,10587,12338,14815,17911,20557,0,"eliminative",10,1000,1,"Passive","Zipfian","Random",62.1401579380035,"active_prob",0.1,"unknown","Inf"
